Paper_Table_Row_Number	Quantum_Code_Parameters	Generator_Matrix_G	Vector_u	Scalar_a
114	[[28,9,12;19]]_2	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 0 w^2 w^2 w 1 w^2 1 w | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w^2 0 w 0 w^2 w w 1 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 1 0 w 1 0 w 1 0 0 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w w 0 0 1 w^2 0 0 1 w^2 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w^2 1 0 0 w 1 w^2 1 w^2 0 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 w^2 w 0 1 0 w^2 0 w 0 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w 1 0 w^2 w w 0 1 w^2 1 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w 1 0 w w^2 0 1 0 1 w | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 w 0 w w^2 1 w^2 0 w^2 0 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w w 0 0 w w^2 w^2 w^2 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 w^2 0 1 1 w^2 1 w w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w^2 1 0 1 w w^2 w^2 1 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w w^2 0 w^2 1 w^2 1 1 w w | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 w 0 0 1 0 1 w^2 w 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 w^2 0 1 1 1 0 w 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 1 0 1 w 0 0 w^2 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 1 0 0 w w^2 w w^2 1 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 w w^2 w w^2 1 0	1 w 0 1 1 1 w^2 0 1 0 w w w 0 w w^2 1 w 1 1 w^2 1 1 1 0 w 1	1
115	[[28,11,10;15]]_2	1 0 0 0 0 0 0 0 0 0 0 0 w^2 0 0 0 0 w^2 0 1 w 0 w^2 w w^2 1 0 | 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 w^2 1 1 0 w 1 1 0 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 w 1 w^2 0 w 1 0 w 0 1 1 | 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 w w 1 w 0 w w w^2 0 1 w | 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 w 1 0 1 0 w^2 0 w^2 w^2 0 w^2 | 0 0 0 0 0 1 0 0 0 0 0 0 w 0 0 0 0 1 0 1 w^2 1 1 0 w^2 w^2 0 | 0 0 0 0 0 0 1 0 0 0 0 0 w^2 0 0 0 w w w^2 w^2 w 1 1 w^2 1 1 w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 w w 0 1 0 1 | 0 0 0 0 0 0 0 0 1 0 0 0 w^2 0 0 0 1 0 w w^2 w 0 w^2 1 1 w w | 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 w^2 w w w^2 0 1 1 w^2 w w w | 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 0 0 w^2 w^2 0 w 1 1 w^2 1 w^2 0 1 | 0 0 0 0 0 0 0 0 0 0 0 1 w^2 0 0 0 w w^2 1 1 w^2 w 0 w w^2 w 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 0 1 0 1 w^2 w w^2 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w w 0 1 0 w^2 1 1 0 1 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w 1 w w 0 w w w 1 0 w^2	w 0 w w 0 w^2 w 1 w 1 w 1 w 0 1 w w 1 w 0 0 1 1 0 1 w^2 1	1
116	[[28,14,7;10]]_2	1 0 0 0 0 0 0 0 0 0 0 0 w w^2 w^2 w 0 1 w w^2 w^2 1 0 1 0 0 w | 0 1 0 0 0 0 0 0 0 0 0 w 0 w^2 w^2 1 w 1 0 0 0 w w w^2 1 0 w^2 | 0 0 1 0 0 0 0 0 0 0 0 w^2 0 0 0 w^2 w 0 1 w 0 1 w w w w w | 0 0 0 1 0 0 0 0 0 0 0 w w^2 0 0 w 1 w 0 w w 1 w w 0 w^2 w | 0 0 0 0 1 0 0 0 0 0 0 w^2 0 1 w w 0 0 0 1 w^2 0 w w^2 1 1 w^2 | 0 0 0 0 0 1 0 0 0 0 0 1 1 w 0 0 0 0 w 1 w^2 1 1 1 w^2 1 w^2 | 0 0 0 0 0 0 1 0 0 0 0 w w w 0 w^2 w^2 w^2 w w 1 0 w^2 0 w w^2 0 | 0 0 0 0 0 0 0 1 0 0 0 w w^2 w^2 0 w w w 1 w 0 1 w^2 1 w w 0 | 0 0 0 0 0 0 0 0 1 0 0 1 w w w^2 w^2 w w w w^2 w^2 w 1 w 1 1 0 | 0 0 0 0 0 0 0 0 0 1 0 1 0 0 w^2 w 0 w w^2 w^2 w^2 1 0 0 w^2 1 0 | 0 0 0 0 0 0 0 0 0 0 1 1 w w^2 1 w^2 w w w w^2 0 w^2 1 w^2 0 w 1	w^2 0 w^2 w^2 1 w 0 w^2 w^2 1 w^2 w 1 w^2 1 0 w^2 0 0 w w 0 0 w^2 1 w^2 0	1
117	[[28,15,7;11]]_2	1 0 0 0 0 0 0 0 0 0 0 0 w w^2 w^2 w 0 1 w w^2 w^2 1 0 1 0 0 w | 0 1 0 0 0 0 0 0 0 0 0 w 0 w^2 w^2 1 w 1 0 0 0 w w w^2 1 0 w^2 | 0 0 1 0 0 0 0 0 0 0 0 w^2 0 0 0 w^2 w 0 1 w 0 1 w w w w w | 0 0 0 1 0 0 0 0 0 0 0 w w^2 0 0 w 1 w 0 w w 1 w w 0 w^2 w | 0 0 0 0 1 0 0 0 0 0 0 w^2 0 1 w w 0 0 0 1 w^2 0 w w^2 1 1 w^2 | 0 0 0 0 0 1 0 0 0 0 0 1 1 w 0 0 0 0 w 1 w^2 1 1 1 w^2 1 w^2 | 0 0 0 0 0 0 1 0 0 0 0 w w w 0 w^2 w^2 w^2 w w 1 0 w^2 0 w w^2 0 | 0 0 0 0 0 0 0 1 0 0 0 w w^2 w^2 0 w w w 1 w 0 1 w^2 1 w w 0 | 0 0 0 0 0 0 0 0 1 0 0 1 w w w^2 w^2 w w w w^2 w^2 w 1 w 1 1 0 | 0 0 0 0 0 0 0 0 0 1 0 1 0 0 w^2 w 0 w w^2 w^2 w^2 1 0 0 w^2 1 0 | 0 0 0 0 0 0 0 0 0 0 1 1 w w^2 1 w^2 w w w w^2 0 w^2 1 w^2 0 w 1	0 1 w 1 w 0 1 w w 1 w 0 w 1 0 w^2 0 w^2 w w 1 0 w 0 w^2 w w^2	1
118	[[28,16,7;12]]_2	1 0 0 0 0 0 0 0 0 0 0 0 w w^2 w^2 w 0 1 w w^2 w^2 1 0 1 0 0 w | 0 1 0 0 0 0 0 0 0 0 0 w 0 w^2 w^2 1 w 1 0 0 0 w w w^2 1 0 w^2 | 0 0 1 0 0 0 0 0 0 0 0 w^2 0 0 0 w^2 w 0 1 w 0 1 w w w w w | 0 0 0 1 0 0 0 0 0 0 0 w w^2 0 0 w 1 w 0 w w 1 w w 0 w^2 w | 0 0 0 0 1 0 0 0 0 0 0 w^2 0 1 w w 0 0 0 1 w^2 0 w w^2 1 1 w^2 | 0 0 0 0 0 1 0 0 0 0 0 1 1 w 0 0 0 0 w 1 w^2 1 1 1 w^2 1 w^2 | 0 0 0 0 0 0 1 0 0 0 0 w w w 0 w^2 w^2 w^2 w w 1 0 w^2 0 w w^2 0 | 0 0 0 0 0 0 0 1 0 0 0 w w^2 w^2 0 w w w 1 w 0 1 w^2 1 w w 0 | 0 0 0 0 0 0 0 0 1 0 0 1 w w w^2 w^2 w w w w^2 w^2 w 1 w 1 1 0 | 0 0 0 0 0 0 0 0 0 1 0 1 0 0 w^2 w 0 w w^2 w^2 w^2 1 0 0 w^2 1 0 | 0 0 0 0 0 0 0 0 0 0 1 1 w w^2 1 w^2 w w w w^2 0 w^2 1 w^2 0 w 1	1 1 0 w^2 1 1 0 0 0 1 0 0 0 1 0 0 w^2 w 0 1 w w^2 0 w 0 1 1	1
119	[[28,17,6;9]]_2	1 0 0 0 0 0 0 0 0 1 w^2 w^2 w 1 0 w 0 0 1 w 1 w w^2 w 1 w^2 0 | 0 1 0 0 0 0 0 0 0 w w 1 0 1 w w 0 w w^2 w^2 0 w^2 w w w^2 w^2 w | 0 0 1 0 0 0 0 0 0 w 0 1 w^2 1 1 w w^2 w^2 w^2 w^2 1 1 w 0 w^2 1 1 | 0 0 0 1 0 0 0 0 0 1 w w w^2 w^2 w^2 w^2 1 0 w^2 0 1 w w 0 0 0 1 | 0 0 0 0 1 0 0 0 0 w 1 0 w w^2 0 1 w^2 w 1 0 w^2 0 1 w 1 0 w | 0 0 0 0 0 1 0 0 0 1 1 w^2 w w^2 0 w w^2 w^2 1 w^2 w w^2 1 w^2 0 1 w^2 | 0 0 0 0 0 0 1 0 0 w 0 w^2 w^2 w^2 w^2 w^2 w^2 w^2 w^2 w w^2 1 w^2 w^2 1 0 1 | 0 0 0 0 0 0 0 1 0 w w^2 w w^2 0 1 0 0 w^2 1 w^2 1 1 1 1 1 1 w^2 | 0 0 0 0 0 0 0 0 1 w^2 w^2 1 1 w^2 0 w w^2 w^2 0 w 0 1 w 1 w^2 1 w^2	0 w^2 0 0 0 0 1 1 0 w^2 1 1 w 0 1 w^2 w 0 1 w w^2 0 1 0 1 0 w^2	1
120	[[28,18,6;10]]_2	1 0 0 0 0 0 0 0 0 w 1 w^2 1 w w^2 0 w^2 w w^2 0 w^2 0 w^2 0 w^2 1 1 | 0 1 0 0 0 0 0 0 0 w 0 w^2 0 w^2 1 w^2 1 w w^2 0 1 w^2 w w^2 0 w 1 | 0 0 1 0 0 0 0 0 0 1 0 0 w^2 0 1 1 w w w^2 0 w w^2 w^2 w 0 w 0 | 0 0 0 1 0 0 0 0 0 0 w^2 w w w 0 w w 1 0 1 1 w^2 1 w^2 1 w^2 w | 0 0 0 0 1 0 0 0 0 w^2 w w^2 w^2 1 w 0 0 w w^2 1 w 1 w 0 w^2 0 0 | 0 0 0 0 0 1 0 0 0 0 w 1 0 0 1 1 w^2 1 0 0 0 w^2 w^2 1 1 w 1 | 0 0 0 0 0 0 1 0 0 0 1 1 w^2 w^2 w w^2 1 0 1 w w^2 w 1 0 0 1 0 | 0 0 0 0 0 0 0 1 0 1 1 1 1 w w 0 1 1 0 w 0 0 w w^2 w^2 1 1 | 0 0 0 0 0 0 0 0 1 w 0 w w 1 0 1 w^2 1 w w w w w^2 w 1 w^2 w^2	0 1 w^2 w^2 1 1 w w 0 1 w^2 0 w w 1 1 0 0 w 0 w^2 0 1 1 w^2 w w	1
121	[[28,19,5;7]]_2	1 0 0 0 0 0 0 1 1 1 w w w^2 1 0 w w 0 1 w^2 w^2 w^2 w 1 1 0 1 | 0 1 0 0 0 0 0 1 w 0 w^2 w w^2 w w^2 1 1 1 w 0 0 w^2 0 0 0 w w^2 | 0 0 1 0 0 0 0 w^2 0 w^2 w w w w 0 0 1 w^2 w^2 w^2 w w^2 w 1 w^2 1 w^2 | 0 0 0 1 0 0 0 w^2 0 w 0 0 w 0 w^2 1 1 w 1 1 w^2 1 w^2 0 0 w 0 | 0 0 0 0 1 0 0 w 0 0 w 1 w^2 w 0 w 0 0 w w w 0 0 0 w^2 0 1 | 0 0 0 0 0 1 0 1 w 1 0 1 1 0 w 1 1 w^2 w w w^2 w^2 w^2 1 0 0 0 | 0 0 0 0 0 0 1 w w 1 0 w^2 w^2 w w^2 1 w^2 w^2 0 1 0 0 1 1 w 0 w^2	w w 1 w^2 1 1 0 0 0 w^2 0 w^2 w^2 w^2 w 0 1 0 1 1 w w 0 1 w^2 1 0	1
122	[[28,20,5;8]]_2	1 0 0 0 0 1 0 0 0 1 w^2 w w^2 w^2 w^2 w w^2 w^2 w 0 w 0 w 0 1 1 0 | 0 1 0 0 0 1 w^2 0 0 0 w^2 w^2 w w^2 1 1 0 w^2 1 w^2 1 0 0 1 w 1 w^2 | 0 0 1 0 0 w^2 w^2 0 0 0 w 0 w 1 w^2 1 1 1 1 1 w w^2 0 w^2 w w^2 w | 0 0 0 1 0 w^2 w^2 0 0 0 w^2 w^2 w^2 0 0 w w w^2 w 0 w^2 1 w w w w^2 w | 0 0 0 0 1 w^2 w^2 0 0 1 w w^2 w 1 w 0 w w^2 w^2 w w^2 1 w^2 1 w 1 w^2 | 0 0 0 0 0 0 0 1 0 1 w^2 0 0 1 w w^2 w w w^2 w^2 0 0 1 0 w w w | 0 0 0 0 0 0 0 0 1 0 w^2 1 w w^2 w^2 w 0 w w^2 0 w^2 w 0 1 w 1 0	0 0 w^2 w^2 0 1 w w w^2 w^2 0 1 0 w w 0 w 0 1 w 0 1 w w w^2 w^2 0	1
123	[[29,5,17;24]]_2	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w^2 w^2 0 w | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 1 0 1 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w^2 1 0 0 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w w w w^2 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 0 1 1 1 | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w^2 1 0 1 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 0 1 w w | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 w^2 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w^2 w^2 1 1 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w w^2 0 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w^2 0 0 w | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 w 1 1 1 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w 0 1 0 w w | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w 0 w^2 w 0 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w^2 0 w^2 w 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 w^2 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 0 w w^2 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 w 1 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w^2 0 w^2 w 0 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 w 1 w^2 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 w^2 0 0 w^2 w 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w^2 1	0 0 1 1 w 1 1 0 w w^2 w^2 w 1 1 1 w w^2 w w w^2 1 1 1 1 1 1 0 1	1
124	[[29,6,9;7]]_2	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 w 1 1 w w^2 0 w w^2 w 1 0 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 w 1 1 w w^2 0 w w^2 w 1 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 w 1 1 w w^2 0 w w^2 w | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 w 1 0 1 0 1 w 1 1 w w^2 0 w w^2 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w^2 w 1 0 1 0 1 w 1 1 w w^2 0 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w w^2 w 1 0 1 0 1 w 1 1 w w^2 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w w^2 w 1 0 1 0 1 w 1 1 w w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 w^2 0 w w^2 w 1 0 1 0 1 w 1 1 w | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 w w^2 0 w w^2 w 1 0 1 0 1 w 1 1 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 w w^2 0 w w^2 w 1 0 1 0 1 w 1 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 w w^2 0 w w^2 w 1 0 1 0 1 w | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w 1 1 w w^2 0 w w^2 w 1 0 1 0 1 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 w 1 1 w w^2 0 w w^2 w 1 0 1 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 w 1 1 w w^2 0 w w^2 w 1 0 1	1 w 0 1 0 w^2 1 1 w^2 w w^2 w^2 1 w^2 1 0 0 0 w^2 0 w^2 0 0 w^2 0 1 0 1	1
125	[[29,6,16;23]]_2	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 w w^2 w^2 w^2 | 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 w^2 0 w^2 | 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 0 w 1 w 0 1 | 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w 0 w w^2 1 w^2 1 | 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w 0 0 1 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w 0 0 0 0 | 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w w 0 w w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 w^2 w 1 w 1 | 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 w 0 0 0 1 1 1 | 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 w 0 w w^2 w^2 w 0 | 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 w w 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 w 0 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 w 0 w^2 1 w w^2 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 w^2 1 1 w 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 w^2 w 0 1 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 w 0 w 1 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 w^2 0 w^2 1 0 0 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 w^2 0 0 w^2 w 1 1 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 w w w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 w w w^2 w^2 w | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 w^2 w^2 1 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w 1 w w	1 1 w^2 0 w w^2 w^2 1 w^2 1 1 0 0 w w 1 1 w 0 0 0 1 w w w 0 1 w	1
126	[[29,7,9;8]]_2	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 w w w 0 w^2 w^2 w w w 0 0 | 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w^2 w 0 0 w w^2 0 1 0 0 w 0 | 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w^2 1 0 w 0 1 0 w w^2 w 0 w | 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 w^2 1 0 0 1 0 0 w w^2 0 w | 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 w^2 1 w^2 1 w 1 0 0 0 w 1 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 w^2 w^2 1 w^2 w^2 w^2 0 0 0 0 0 w^2 | 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 w w w 0 0 w^2 w^2 1 1 1 w^2 w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 w^2 w^2 w^2 w^2 w^2 0 w^2 w 0 0 w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 w^2 0 1 1 1 w^2 0 w^2 1 0 w 0 w | 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 1 w^2 w 1 w^2 1 0 0 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 w^2 1 0 1 w^2 w w^2 1 w^2 1 w w | 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 w^2 w^2 1 0 w^2 w w^2 w^2 1 w^2 w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 w^2 1 1 1 w^2 0 0 1 1 1 w^2 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1	w^2 0 0 w^2 0 0 0 w 0 w 0 0 w w^2 w^2 w w w^2 w 1 w^2 w^2 w 1 0 w^2 1 w	1
127	[[29,8,9;9]]_2	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 w w w 0 w^2 w^2 w w w 0 0 | 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w^2 w 0 0 w w^2 0 1 0 0 w 0 | 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w^2 1 0 w 0 1 0 w w^2 w 0 w | 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 w^2 1 0 0 1 0 0 w w^2 0 w | 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 w^2 1 w^2 1 w 1 0 0 0 w 1 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 w^2 w^2 1 w^2 w^2 w^2 0 0 0 0 0 w^2 | 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 w w w 0 0 w^2 w^2 1 1 1 w^2 w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 w^2 w^2 w^2 w^2 w^2 0 w^2 w 0 0 w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 w^2 0 1 1 1 w^2 0 w^2 1 0 w 0 w | 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 1 w^2 w 1 w^2 1 0 0 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 w^2 1 0 1 w^2 w w^2 1 w^2 1 w w | 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 w^2 w^2 1 0 w^2 w w^2 w^2 1 w^2 w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 w^2 1 1 1 w^2 0 0 1 1 1 w^2 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1	1 w^2 w^2 w^2 w 1 1 w 0 w 0 w 0 w^2 1 0 w^2 w 1 1 w^2 0 0 0 0 1 w^2 1	1
128	[[29,9,9;10]]_2	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 0 w w w 0 w^2 w^2 w w w 0 0 | 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w^2 w 0 0 w w^2 0 1 0 0 w 0 | 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 w^2 w^2 1 0 w 0 1 0 w w^2 w 0 w | 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 w^2 1 0 0 1 0 0 w w^2 0 w | 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 w^2 1 w^2 1 w 1 0 0 0 w 1 w | 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 w^2 w^2 1 w^2 w^2 w^2 0 0 0 0 0 w^2 | 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 w w w 0 0 w^2 w^2 1 1 1 w^2 w^2 | 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 w^2 w^2 w^2 w^2 w^2 0 w^2 w 0 0 w 0 | 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 w^2 0 1 1 1 w^2 0 w^2 1 0 w 0 w | 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 1 w^2 w 1 w^2 1 0 0 w | 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 w^2 1 0 1 w^2 w w^2 1 w^2 1 w w | 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 w^2 w^2 1 0 w^2 w w^2 w^2 1 w^2 w^2 0 | 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 w^2 1 1 1 w^2 0 0 1 1 1 w^2 w^2 w^2 | 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1	1 1 0 w w^2 0 0 w^2 w 1 0 1 0 0 1 w 0 w 0 w w 1 w w^2 0 0 w^2 w	1
